OID_;Landslide;LONGITUDE;LATITUDE;DTM_merged;slope;LULC;profile_curvature;plan_curvature;dist_acc_road;dist_river;NDVI;rain;aspect
68;0;70603,488;92164,5957;317,9362488;4,824977875;4;0,238236286;-0,058704372;151,8321381;320,5206604;0,439271407;68,87979889;9
69;0;62062,4036;100850,4584;445,6900024;12,41623783;4;-0,075219221;0,111246251;422,5115356;95,60334778;0,359431684;78,55762482;3
70;0;75243,0565;78872,3426;367,1560364;1,851031065;2;0,112072848;-0,03533328;25,05992889;766,1984253;0,492875252;71,1490097;6
71;0;59543,9533;84938,6536;341,8171997;11,40620899;2;0,11902022;-0,015785196;291,7276001;774,133728;0,554733474;76,91426849;6
72;0;85662,199;95195,5628;364,1799927;2,512845278;4;-0,007464086;-0,054758828;809,9660645;659,4603882;0,407563822;68,95240021;5
73;0;87427,0964;89808,9839;321,1152649;16,84228134;2;2,873389125;-1,556447208;281,5448456;149,3452301;0,507308497;67,68489075;5
74;0;65985,3571;70475,4195;333,1312714;1,218583465;4;0,078420501;0,023032464;237,4626312;72,54998016;0,459961431;76,23757172;3
75;0;84566,3669;65190,6296;252,3775024;3,056777477;4;0,019092482;0,765247285;250,8904114;309;0,380553236;68,41468811;7
76;0;58690,368;75175,8375;324,2174988;3,808524609;4;-0,227953538;-0,102779403;684,7086792;178,465683;0,431332894;79,89265442;3
77;0;88228,5192;93738,3422;319,8962402;3,98370862;4;0,087496884;0,019342943;513,7377625;139,0881042;0,447658334;67,80254364;9
78;0;53322,7184;107567,5134;402,4425049;11,64200497;4;0,180880032;0,057963999;172,8120422;60,44005203;0,268904821;82,19322205;1
79;0;77648,9103;98789,5349;337,6872864;2,926156521;2;0,134583473;0,166734457;729,9321899;6;0,464523042;68,842659;5
80;0;81638,8658;66027,7968;258,6412506;3,359022141;4;-0,030558418;0,038830334;593,9991455;237,3847122;0,328981397;68,72952271;9
81;0;91021,4304;92216,4824;358,0390625;3,018834829;2;-0,095178038;-0,217462763;833,2040405;128,2224579;0,523330417;67,34322357;8
82;0;79593,861;66227,6468;271,1871033;4,270447969;2;0,295663744;-0,016435662;314;56,36488342;0,53834172;69,875;9
83;0;87270,6966;81975,7896;283,8475037;3,829561114;4;0,010666335;0,083327137;1660,107544;102,4158173;0,422308141;67,631073;5
84;0;62395,6434;126280,3586;461,0075073;3,105341911;4;0,014294578;-0,032040469;565,6509399;143;0,184184696;79,80239868;2
85;0;85530,3362;74407,1037;340,3049927;1,323357463;4;0,020043569;-0,033754397;209,9952393;282,0780029;0,365190653;70,24025726;5
86;0;69500,9107;90070,4468;301,1199951;6,139348269;2;-0,187429026;0,05618611;504;686,94104;0,463801436;71,01271057;6
87;0;94448,5865;67842,4713;152,9955292;4,525678635;5;0,419855446;0,12120036;23,85372162;532,0244141;0,271068413;65,52669525;4
88;0;70448,9894;115437,944;452,3087463;5,481449842;4;-0,198733248;0,314407781;738,5475464;166,1475143;0,310997268;72,77118683;6
89;0;76090,6297;65355,3656;267,7674866;0,3997159;4;-0,003051758;-0,041598715;307,9025879;98,61541748;0,326833406;71,41384125;2
90;0;85280,3118;105045,661;317,6774902;18,22725487;2;1,566956759;-0,605830967;568,7785034;630,1785278;0,479486359;68,74674988;5
91;0;67407,4745;115633,3263;457,7262573;3,500536442;4;0,01692017;0,056953384;383,6209106;187,7058716;0,238198878;73,85578918;3
92;0;70445,6491;98253,7905;354,2315674;1,02122581;2;0,043275457;0,120839693;260,2786865;150,8409729;0,390008567;70,51016998;5
93;0;74185,661;63692,8626;286,4137573;4,042134762;4;-0,038559442;0,058772264;327,8078613;668,7424927;0,396692457;71,41384125;4
94;0;92399,7861;67717,4202;238,8249969;10,01509666;4;-0,301523745;-0,443882465;518,5527954;637,3421631;0,497708642;65,52669525;6
95;0;54169,3066;104712,572;436,8599854;5,251000643;4;0,069262072;-0,205901325;67,72737503;115,2367096;0,257221333;82,19322205;5
96;0;81659,0355;90147,9564;304,0524902;12,03372908;5;-0,0913091;0,00331074;139,846344;78,92401123;0,413930247;69,5594635;5
97;0;87309,3787;79374,3588;251,4949951;2,013808489;4;0,187443018;-0,015329245;531,2626343;188,7432098;0,362356944;67,32189178;5
98;0;70831,5057;62826,2137;283,386261;1,473739982;4;0,005552092;-0,005950769;240,2592316;475,3262024;0,560922229;74,19760132;2
99;0;77740,3862;87070,1076;277,0730438;14,55457211;2;0,44297573;-0,545659691;273,9799194;176,1732025;0,516094693;70,19293976;9
100;0;63658,299;87733,5371;267,907959;1,377402544;4;0,011622716;0,005279814;433,2972412;101,2225265;0,454712694;72,30169678;1
101;0;91310,2309;89778,2252;310,0599976;12,25030804;2;-0,258442193;-0,283171654;106,0754471;298,7390137;0,513417524;67,04166412;5
102;0;77343,9545;62339,4031;287,8200073;2,723195553;2;1,53358984;0,189437345;1026,723877;32,75667953;0,355761007;69,73446655;3
103;0;85098,3497;66118,1028;284,5799866;2,40070343;4;0,222957879;-0,192085966;76,29216385;494,3308563;0,358958415;68,41468811;6
104;0;73467,6823;131318,2495;472,6078796;9,082140923;2;-0,266957253;-0,36900571;576,5864868;22;0,245955633;80,66963196;9
105;0;61034,6255;71011,0074;289,4923401;4,752746105;8;0,035005102;0,029927398;171,3680191;33,241539;0,47710377;77,52655029;2
106;0;72641,3542;74098,5559;291,8266449;0,862070799;5;-0,085796524;0,027772629;79,82167435;172,706398;0,107094135;72,6528244;9
107;0;88481,7525;89116,7943;340,207489;7,571152925;4;-0,074000284;0,048794229;106,4800415;553,0750122;0,442743908;67,68489075;8
108;0;80428,8736;80449,3579;405,8962402;3,372900486;2;-0,140539303;-0,026076287;4,242640495;358,0677185;0,427312654;72,2583313;2
109;0;68237,4292;112311,5602;417,3549805;16,14678192;4;-0,196770161;0,062057018;242,0950165;276,2842712;0,177312237;71,46440887;4
110;0;81582,7051;88856,0751;374,0580597;11,4754858;2;0,645936608;0,105252165;667,8188477;629,6272583;0,447112473;69,5594635;7
111;0;72923,0817;121533,0102;487,8624878;9,534405231;4;0,146254331;-0,121419534;138,9244385;593,3169556;0,357642153;75,80551147;8
112;0;62566,5271;111767,2267;410,12854;21,08566666;2;0,15162614;-0,037491772;546,4247437;20,88061333;0,476314531;76,73022461;5
113;0;54001,0479;99055,0464;445,3387604;22,12844467;2;-0,568281412;-0,22431279;790,0123596;42,54409409;0,3559268;84,06892395;6
114;0;74818,3392;69287,4599;305,5575867;2,273742437;5;-0,035798151;-0,012480779;778,6206055;150,4260559;0,221096774;71,64279938;4
115;0;78384,5355;81561,9173;309,8591766;18,251688;2;-1,889239073;-0,668309957;752,6938477;163,8337479;0,401339928;69,1687851;8
116;0;74094,3839;94438,4154;284,7887421;5,446102381;8;0,196453378;0,056424242;68,44699478;532,1963806;0,405351548;67,86808014;8
117;0;76995,7418;118148,189;447,7225037;12,14327192;2;0,665054619;-0,468768686;823,4980469;245,9532471;0,302624433;72,78432465;8
118;0;76835,3565;110503,4169;422,7687531;24,57965565;2;0,024507872;-0,335823759;552,956604;59;0,401685621;73,41511536;5
119;0;98071,2258;85417,5747;217,6775055;11,15597725;4;-0,523431778;0,025107494;271,0073853;176,4596252;0,417076346;65,55169678;8
120;0;93985,9572;101881,0953;164,0299988;3,498274207;5;1,155756116;-0,088518564;24,5;33,00757408;0,464105829;67,9081955;5
121;0;61832,81;112326,3994;477,2239075;4,017163277;2;-0,079798408;0,085481554;581,0490723;281,7605286;0,387934181;79,06426239;5
122;0;65138,8362;118682,1596;381,6168976;22,84039879;2;-0,427055091;-0,749392271;89,44271851;103,7545166;0,424701531;76,14378357;7
123;0;102114,5701;98438,142;156,642334;1,423759699;5;0,028033941;0;56,03570175;178,0856476;0,405844131;66,76327515;5
124;0;94930,7571;71275,1836;143,6024017;3,207384348;4;0,17164284;-0,012023523;192,3018494;117,6137772;0,354609;65,52669525;2
125;0;95986,9324;83064,0796;248,5956268;11,00249958;4;0,042852013;-0,078876603;36,89173508;117,4669914;0,428173914;66,5377121;7
126;0;90672,5684;78255,6549;289,4082184;3,897896647;2;-0,194843076;-0,173654243;88,23831177;30,44665718;0,444200174;67,77259827;2
127;0;97443,1758;75831,1798;221,0549927;24,07592011;4;0,48790887;0,186920166;280,5298462;341,6021118;0,321176698;66,44816589;4
128;0;64826,108;96681,5619;373,355957;1,27776736;2;-0,055728249;-0,101487026;1032,067322;111,7429924;0,484357692;72,55635834;7
129;0;64945,4603;85470,9475;330,2403259;20,34745789;2;0,152505666;-0,269337505;218,4032898;29,9666481;0,403052533;73,94590759;3
130;0;70167,2726;128304,4469;428,8562622;12,11792564;4;0,816446096;0,054537877;385,0571289;144,9361877;0,363665304;78,90211487;5
131;0;100245,8399;92858,9597;363,3648682;5,463899612;2;0,684641004;0,370278239;201,099472;147,0918121;0,415071389;67,90381622;8
132;0;91276,3119;99302,8134;253,2861023;8,450417995;2;1,211806238;-0,620850354;230,103241;263,7849426;0,533316101;67,16581726;2
133;0;56364,7592;89567,3805;305,1566925;1,873031497;4;-0,179703705;0,081584468;157,7434616;293,358139;0,360322459;76,75494385;8
134;0;93782,1272;72573,6075;180,665184;2,019875884;4;0,005530732;0,073348574;91,09056854;119,8373909;0,525661629;66,58361816;4
135;0;69204,3408;108677,4614;366,6617126;26,4598732;2;0,221659899;0,155786097;566,668335;34,20526123;0,485106524;73,79322052;3
136;0;59785,4929;110259,9341;370,4300232;4,408988714;8;0,039964918;0,075346708;508,8113709;12,08304596;0,368633641;79,06426239;6
137;0;78772,9502;72935,1446;304,1625366;4,145859241;4;0,058681669;0,130010001;600,1945801;246,0711288;0,268556577;70,72486115;5
138;0;71228,8826;96467,6878;299,230011;3,72249043;4;0,120040923;-0,061238814;610,8886719;87,23531342;0,341246582;69,27838898;5
139;0;59220,5102;119806,9466;500,7437439;5,935168028;4;-0,320872515;-0,012931352;10,44030666;284,331665;0,243419147;81,1151123;9
140;0;91438,9276;90744,0386;396,5950012;2,561531305;5;-0,281484202;0,035519889;66,12866211;196,340271;0,442073323;67,34322357;9
141;0;79069,9729;99106,9343;330,5749969;2,906106114;2;0,62243408;0,029270924;612,0649414;226,9911957;0,521829076;68,842659;5
142;0;74158,0068;131478,3968;513,9550171;16,94934845;4;-2,069690704;0,125369206;83,76156616;284,2692261;0,227656911;79,7634201;2
143;0;56047,9892;96283,3699;440,2637482;7,148961782;4;0,028366503;0,027570189;975,373291;381,4564056;0,36989044;82,15522766;5
144;0;64907,702;102807,7538;478,6275024;2,385602713;5;0,134521112;0;80;376,80896;0,396070202;78,55762482;4
145;0;67854,9663;91972,4985;290,0737305;7,276501656;4;0,023067439;0,051342346;450,6421814;478,7138977;0,325356841;69,43008423;1
146;0;63329,2512;118080,6913;446,5262146;4,005601406;2;0,190320864;-0,084678039;645,3433228;200,83078;0,387414767;75,77768707;4
147;0;95692,4227;80251,6393;285,8657837;3,172429204;2;-0,464862555;0,152623445;200,8083649;175,1456604;0,430462499;67,65381622;5
148;0;94492,5552;98808,3199;342,9612427;2,253592491;4;-0,110331211;0,31136331;630,9698791;154,4830017;0,465093772;68,22146606;2
149;0;75505,3228;119522,5763;461,2200012;6,842259645;4;0,294767231;-0,008624507;206,4945526;120,5072632;0,237736264;75,58135223;4
150;0;63925,8865;127733,6204;454,0562439;3,053168535;4;-0,050433777;0,06030819;249,4904785;289,6972504;0,35429758;81,368927;9
151;0;75467,2319;84148,8499;355,5528259;2,326216459;4;-0,052938048;0,066509515;1061,970337;239,0083618;0,278506113;70,2100296;8
152;0;76953,4872;96111,7395;209,0899963;2,231384993;4;0,169622816;-0,078633167;134,7627487;47,63351059;0,396541013;68,842659;9
153;0;54500,2378;97433,5968;369,2837677;7,169453382;2;1,762064159;-0,160801895;922,8648376;4;0,361330822;84,06892395;4
154;0;59916,2661;68057,3932;302,4375;2,54749918;8;-0,341962367;0,084491178;111,3058853;976,7318115;0,392938364;77,52655029;3
155;0;67059,2976;69343,2379;313,7226257;2,36382246;4;-0,047684364;0,066494286;189,108429;87,61849213;0,396410905;76,23757172;5
156;0;89047,7113;73709,0095;274,5667114;2,651033401;2;0,029420977;-0,110003989;731,5917358;102,9222946;0,473995766;67,39859009;8
157;0;77018,4898;98293,3643;314,9475098;4,53576231;4;0,04263109;-0,199152723;25;98,1835022;0,387115443;68,842659;3
158;0;59645,9571;106779,4983;407,2112427;15,26397657;2;-0,218179345;1,874363542;236,7540894;86,58522034;0,286236816;77,92923737;2
159;0;73696,7661;125342,5061;478,0215149;11,66167831;2;-0,316732138;-0,440608472;791,9103394;248,3948517;0,419292374;78,59759521;4
160;0;63333,4872;103715,7229;484,7675018;7,252204895;4;0,021944708;-0,089208107;350,056427;147,8394394;0,43951908;78,55762482;8
161;0;81155,3092;66316,7468;261,8775024;3,148221493;4;-0,078179449;0,140702993;231,3979187;239,7269287;0,342569022;68,72952271;8
162;0;68673,2508;71177,2083;361,2349854;2,403164506;4;-0,139689479;0,14989356;1000,197479;477,9382782;0,332327286;75,08177948;5
163;0;87447,7659;69678,6882;326,7063599;5,244459629;2;0,142479368;-0,557421923;1139,149292;194,8050308;0,471815991;68,48262787;5
164;0;82952,2186;106715,2647;295,756958;25,07923126;2;-1,97764039;1,177738369;317,0189362;12,36931705;0,46039234;68,74674988;8
165;0;97844,3019;80337,3099;266,4775085;5,5417943;4;0,116180085;0,062148964;586,2657471;464,1007385;0,403257173;67,65381622;8
166;0;76433,9714;106788,9749;313,6192169;55,0117836;2;-1,320082009;3,61656785;113,5552826;132,7721634;0,450355606;70,36228943;7
167;0;88193,1305;69733,6914;216,2529297;6,999253988;4;-0,461182922;-0,138276458;742,6257324;101,4001999;0,479477807;68,48262787;2
168;0;66697,0355;86172,9611;333,1465454;4,831627846;4;0,168381602;-0,063643947;175,4109497;179,6051178;0,294524791;71,81765747;6
169;0;64094,0089;110464,831;409,2342224;27,72418213;2;-0,458945096;-0,881555855;382,3467102;111,8257599;0,407017489;76,73022461;6
170;0;90250,4469;94149,723;354,0587158;4,456013203;2;-0,081642143;-0,142011598;449,1380615;314,3962402;0,552815243;67,34322357;8
171;0;63645,4573;131872,3171;501,6749878;4,022401094;4;0,249908209;-0,268733457;1842,46637;473,9572754;0,423131731;81,368927;7
172;0;68345,9255;87614,8169;345,0734253;2,185606718;4;-0,116251167;0,244958475;368,4358673;455,7844849;0,342145675;71,01271057;4
173;0;62192,2771;78299,6067;322,9512634;2,818878651;4;-0,066943549;0,172862761;410,7876434;367,6472626;0,328597937;76,71623993;4
174;0;70094,0371;97564,891;345,7081146;1,678108335;2;0,231038742;0,089564938;391,3732147;41,60528755;0,33730427;70,51016998;6
175;0;88140,6321;92500,6945;304,4100037;17,56277466;2;1,818747044;0,565542102;129,2749023;139,5564423;0,459400632;67,80254364;4
176;0;96934,0609;85754,0824;234,3424988;5,352232695;4;-0,003720958;-0,240349621;114,5294724;133,270401;0,358832492;66,5377121;5
177;0;54507,8397;100667,8603;512,268158;2,096539736;5;-0,196966454;-0,115577098;75,09321594;169,5670929;0,125529746;82,88248444;5
178;0;66224,4612;95750,5063;339,7474976;2,078367472;4;0,044919893;0,1373927;735,7961426;195,3458405;0,460228324;71,38898468;5
179;0;62652,6806;116719,2851;406,0171509;9,46484375;2;-0,012815527;0,172323018;286,782135;185,3348389;0,38789943;75,77768707;2
180;0;71875,0882;102556,3137;286,1037445;1,746314108;4;0,055691058;-0,022552522;65,64671326;202,8312073;0,396452902;69,40126801;7
181;0;81719,0548;104038,0274;187,3600006;3,174616337;4;0,350646883;-0,04685666;156,8183594;29,12043953;0,437402873;68,95960236;8
182;0;63995,5614;67526,0005;322,4287567;5,577021122;4;0,009065927;-0,030257279;365,9733582;473,9061127;0,325794292;77,46638489;7
183;0;88945,259;103355,0594;292,789978;11,41461468;2;0,605291545;-0,319122046;319,6247864;347,9223938;0,49959225;67,9466095;1
184;0;73808,4628;121772,9028;486,519989;14,19514465;4;0,76409632;-0,166317835;95,90099335;157,0031891;0,457640525;75,80551147;5
185;0;59163,2745;107386,975;359,3752594;24,18589211;2;-0,581131458;-0,279316999;142,3534317;181,4318008;0,410281535;77,92923737;9
186;0;89756,3911;68299,1374;196,7262573;8,863173008;4;0,24432043;0,111865781;748,5085144;208,5029907;0,496874151;66,58672333;4
187;0;87672,0789;68727,4336;215,0700073;5,137026787;8;0,174562916;-0,165236533;435,5869751;16,12451553;0,503962977;68,48262787;3
188;0;63386,5784;100088,4427;423,3817902;5,548461199;2;0,367719933;-0,184735119;524,4682922;345,4981842;0,343342531;78,55762482;6
189;0;68479,3673;62793,674;308,2641296;4,213675499;5;-1,352196813;0,102786154;856,0963745;212,4617615;0,395694977;75,81681061;3
190;0;60822,2522;108687,2225;315,9954834;1,295248389;1;0,235206321;-0,011867869;395,5047302;87,32124329;0,228687803;77,92923737;4
191;0;61979,4848;74445,5813;370,917572;1,933247209;4;-0,094146758;0,062046461;80,52328491;302,3673401;0,558760842;78,17118835;7
192;0;76590,328;77400,1232;317,4925079;8,480897903;2;-0,472618833;0,282959029;224,3858261;647,9729919;0,443866784;71,1490097;5
193;0;79591,5999;75696,4204;320,3862457;1,373309076;5;0,258946031;-0,083096813;4;299,0961304;0,325014288;70,72486115;5
194;0;64754,1998;116315,1594;359,5462341;6,385293484;4;-0,313455731;0,176844791;195,2524033;151,0595856;0,283144311;75,77768707;5
195;0;86841,7123;71778,9788;243,9612732;6,969215393;4;0,323158145;-0,744924337;212,9835663;635,2991638;0,587202251;68,48262787;2
196;0;58596,6071;106081,9513;499,4225159;4,807709217;4;-0,011480684;0,000547574;168,2200928;262,7622375;0,277744775;79,17047882;4
197;0;75348,6061;67242,9924;282,355011;4,835546494;4;-0,126536354;0,28038761;165,7377472;312,083313;0,436151758;71,41384125;3
198;0;62232,4068;91989,0749;277,0449829;2,70037508;4;0,142818563;0,012159922;378,318634;265,5757751;0,428630939;70,31610107;8
199;0;88358,948;83837,5804;270,6667175;3,04517436;4;-0,035720232;0,105272803;198,6000977;189,856514;0,339166641;67,631073;1
200;0;71716,3664;132451,8472;489,519989;0,859736383;4;0,107932247;-0,059164902;468,4084778;248,2438354;0,232886738;83,34774017;7
201;0;71008,1922;78239,5721;328,7550049;1,914842963;4;-0,202720389;0,244785085;324,4456787;284,8753967;0,417547929;73,0399704;3
202;0;66864,6235;99199,4737;325,8724976;1,616379023;4;0,070411101;0,001858365;313,7722168;105,3043213;0,453567045;71,38898468;5
203;0;82652,8246;78072,296;377,0825043;4,363327503;2;1,017675519;-0,416118011;561,4664001;387,9729462;0,368991646;72,2583313;8
204;0;88694,9911;99413,4032;337,125;2,457604527;4;-0,005693935;0,084077775;461,2602234;218,2475586;0,360849615;68,82189178;5
205;0;76686,7464;80658,4761;230,8625031;1,371068239;4;-0,749206543;0,000667645;112,044632;426,730011;0,492011899;71,1490097;5
206;0;91529,344;77271,1767;284,9024963;2,953980565;4;0,155364037;-0,213278905;500,6325989;239,1024933;0,512769694;67,77259827;1
207;0;60484,1571;74650,5962;378,6452332;5,680290699;4;0,213872477;-0,462056667;571;467,6002502;0,404131164;79,08164215;5
208;0;93582,3026;65952,8969;142,5525055;1,168370605;5;-0,012990778;-0,062517544;15,13274574;112,5788651;0,472172932;65,64237213;4
209;0;57619,0382;104910,0477;468,0995941;3,202741623;2;-0,003710025;-0,300251126;61,07372665;221,9617081;0,256130452;79,17047882;4
210;0;76315,6992;98876,4257;350,2212524;1,994567394;4;-0,099998944;0,100883219;183,0519104;200,2323608;0,360455228;67,96497345;5
211;0;56066,7304;95489,7349;350,7850037;11,72747803;4;-0,113271132;0,165746272;346,6554565;16,12451553;0,465081639;82,15522766;2
212;0;68941,0354;59701,1474;403,2649841;8,286619186;8;-1,506155789;0,070595844;376,95755;1345,688293;0,478230316;75,81681061;2
213;0;52452,2781;112593,5788;479,0337524;4,143637657;4;0,000423742;0,117691115;400,6731873;435,4779053;0,223913456;83,84971619;4
214;0;69257,7621;70079,3958;331,8748169;2,19601655;4;0,058525212;-0,058933008;241,2488403;189,1877441;0,33922473;75,08177948;5
215;0;54888,0304;95282,7181;409,1987;8,366092682;5;-0,055293609;-0,078448776;114,0394669;450,7011261;0,471401938;79,13672638;5
216;0;72071,7568;92627,0626;284,4150085;2,650654554;4;-0,02893131;-0,184866294;719,9736328;224,8777466;0,411903212;68,34123993;5
217;0;63581,7056;94686,6321;281,0787506;7,140221357;4;-0,317178816;-0,12623946;292,0111237;272,3976898;0,399813636;70,31610107;7
218;0;83723,6539;97875,0226;294,1400146;10,93712521;4;0,021434251;0,564857244;228,2323303;175,5818939;0,452865284;69,63050842;7
219;0;81989,8039;74523,0129;318,3920136;8,385089874;4;0,709205598;-0,026625876;148,6606903;94,61764908;0,193760195;70,73503113;2
220;0;99944,4783;91261,7552;359,6237488;4,973802805;4;0,001738224;0,126704779;148,9731445;477,0167694;0,413287464;67,90381622;6
221;0;75440,6559;69937,2667;304,6101685;5,647908449;2;-0,149187058;0,122590542;250,0499878;313,4086914;0,50978677;71,64279938;9
222;0;65691,4394;89610,0524;274,4425049;10,67243671;4;-1,277115822;-0,262383133;689,5810547;229,008728;0,563605885;71,81765747;8
223;0;65203,0911;97950,4043;361,1649933;8,750540733;4;0,010937436;-0,216264144;747,0809937;503,7841797;0,449355589;71,38898468;8
224;0;75851,2513;75416,7927;300,7374878;5,838503838;5;-0,02455309;-0,192748547;140,9184113;734,5726929;0,361095095;71,43333435;5
225;0;91082,1673;81058,0175;361,5209351;4,321938515;2;0,341293454;0,014034357;742,8196411;183,7416687;0,488554573;67,77259827;3
226;0;99814,3414;89487,6181;330,8125;4,596609116;4;-0,076263286;0,496703684;920,8083496;103,4842987;0,408879903;67,5172348;4
227;0;81267,1848;97054,843;342,0650024;4,270401955;2;0,844639599;-0,46996513;186,903717;195,2255096;0,538195815;69,44378662;8
228;0;64222,8642;105327,1363;508,0974884;5,0328722;4;-0,053134291;-0,034546438;97,94386291;354,1539307;0,337799868;76,68276978;4
229;0;62348,976;110435,414;364,2225037;13,49716473;2;0,138898671;-0,031612616;537,6430054;163,4135895;0,232869428;76,73022461;9
230;0;98577,1738;83304,7248;224,7014008;6,849271774;4;-0,261255264;0,128753725;148,9295197;170,2219162;0,405357518;65,55169678;4
231;0;70888,2169;130382,2411;432,7374878;22,89010143;2;2,15650034;-0,048228427;80,24648666;121,6429176;0,358583713;78,90211487;4
232;0;98509,371;89256,2574;283,9212341;5,175297737;4;-0,941798508;-0,051457122;104,3023987;13,22740602;0,458852502;67,5172348;2
233;0;81280,5878;87786,8888;353,3939209;13,67042685;2;0,631948084;0,161737591;133,3228912;224,1539612;0,315052596;69,5594635;1
234;0;92697,1978;97178,7652;347,5187378;5,054332495;4;-0,035569446;-0,021666473;275,5249634;76,32168579;0,473690221;68,22146606;4
235;0;58776,9961;125484,8127;480,9912415;3,926375985;4;0,148254283;0,232336201;780,3873901;123,4868431;0,277301117;83,09533691;6
236;0;82496,504;88990,5451;321,9218445;9,744790077;2;0,82369554;-0,353196308;481,8370972;568,4091797;0,428562472;69,5594635;4
237;0;69163,1573;129797,922;475,0224915;7,468995094;4;0,008042255;-0,015393768;674,8406982;363,5629272;0,322133139;78,90211487;5
238;0;54653,7316;93646,0271;319,2814484;11,99962997;2;-0,33446385;-0,731288493;166,0120544;68,08079529;0,457178844;79,13672638;7
239;0;65702,4694;101057,8412;418,9892578;2,324593782;2;0,068873808;0,118466165;642,3449402;366,5098877;0,36324963;74,14081573;2
240;0;65497,6645;123197,8207;446,6539307;12,62438297;2;0,460371599;-0,894356102;947,1784363;4;0,291242363;79,45113373;5
241;0;77442,207;120936,2359;343,1319427;21,1091032;2;1,457080066;0,215540804;319,2945251;169,7056274;0,395544121;72,83573151;3
242;0;82167,4721;88088,9173;320,2415466;12,65773201;4;-0,40971753;0,29814589;102,6157913;821,725647;0,448593229;69,5594635;5
243;0;98653,5009;84128,0893;261,2292786;5,144500256;2;-0,041718431;0,231603362;807,1118164;130,1595154;0,559464206;65,55169678;2
244;0;63699,1303;75741,5535;381,6547852;21,04563141;4;-0,859633684;0,00844317;615,4287109;351,0277863;0,305589658;78,17118835;5
245;0;65988,5394;65533,5729;289,8837433;1,196917534;4;-0,696115166;0,062419171;132,4009094;8,246211052;0,558479245;75,68403625;7
246;0;62481,3045;122887,019;432,3424988;8,157524109;4;0,634601414;-0,263403118;1030,272339;3,605551243;0,270000296;78,33531189;3
247;0;54081,2181;101142,8697;488,493103;15,90426445;2;-2,982451677;0,334812224;323,1300049;82,85529327;0,293623531;82,88248444;3
248;0;100458,4549;85353,6535;199,8122711;18,56851387;2;1,316505909;-0,104300499;776,0219116;241,4953461;0,479836165;65,55169678;9
249;0;77629,4919;69363,4807;274,0893555;1,586936891;4;0,312654078;-0,172052376;654,7736206;761,4637146;0,492900714;70,16426849;2
250;0;75559,888;82109,0744;344,9518585;17,35408592;2;0,262677819;-0,855300099;1006,766113;813,7158508;0,362613597;70,2100296;3
251;0;60709,8204;82081,154;326,7364502;8,668338776;2;0,112285171;0,044202876;389,2929382;1218,094788;0,400037477;76,91426849;5
252;0;63988,0771;95214,2223;336,5712585;2,319230318;4;0,012183546;-0,033283965;368,5546112;387,7666779;0,356452606;70,31610107;5
253;0;90457,3631;90245,4366;401,8912354;2,510193229;4;-0,14372474;-0,033185564;114,7257614;230,5450058;0,407397305;67,04166412;5
254;0;81187,9787;74118,5726;314,6889191;6,001480818;2;1,903536856;-1,032190561;124,3884888;349,4831848;0,380491846;70,73503113;6
255;0;57757,0346;118429,9431;446,4787598;9,76932621;4;-0,279058605;-0,103921503;319,2937469;364,7211304;0,270899727;80,38870239;5
256;0;54301,8597;107695,598;453,375;4,998611212;4;-0,402064085;-0,146932766;5;415,5393982;0,298405234;82,19322205;3
257;0;71863,1309;94692,9154;252,1365967;18,27643108;2;-0,174273774;-0,239816874;23,53720474;81,4677887;0,513518866;68,34123993;5
258;0;63180,0591;84954,5955;350,2557678;3,609598994;2;-0,317900002;-0,524589002;438,0411072;1048,786865;0,471324343;75,44181061;7
259;0;64635,6752;123878,7072;474,1712341;20,85685539;2;-0,10454718;-0,130583908;1173,169861;80,71552658;0,287555569;79,80239868;9
260;0;82894,0902;73293,4352;324,792511;2,731414557;5;0,004087112;-0,035489362;424,6339722;241,9442139;0,320900355;70,73503113;4
261;0;80431,5198;102695,6573;225,875;5,961254358;8;-0,145466164;0,424912214;308,9919128;153,4731293;0,46672078;68,95960236;9
262;0;56238,2293;109901,6894;389,4974976;6,937098026;4;-0,409036428;-0,039878543;332,1430511;132,8946915;0,239551273;79,6490097;2
263;0;79195,2779;91712,6727;374,3410339;15,60552406;2;-0,426802367;0,628674448;16,12451553;35,6089859;0,523658985;70,2183609;5
264;0;92317,3956;89446,2017;280,1224976;4,358627796;4;-0,238091633;0,131561533;128,6934357;197,9520111;0,509673566;66,63912201;4
265;0;83441,7574;99434,1449;274,8899841;5,7248559;4;-0,216319732;0,119239919;132,3801346;103,894165;0,48254194;69,63050842;5
266;0;90192,8629;64031,1901;259,0762482;2,77732563;4;-0,058018044;0,086783834;246,054863;816,005188;0,434703288;67,5437851;7
267;0;60719,2389;110793,0049;447,5111694;7,797099113;2;0,011444793;-0,164281137;267,3854828;146,2771301;0,372236546;79,06426239;9
268;0;84437,8592;102945,2194;301,3525085;2,663092613;4;0,044228788;-0,040985953;51,86521149;104,4030685;0,519652701;68,72090149;7
269;0;79145,831;100437,2235;332,2474976;7,759974003;4;0,134453401;-0,037112035;583;92;0,428200683;68,84999847;9
270;0;87141,1622;86733,6139;350,3117065;2,858858347;5;0,064719463;-0,069653191;102,4060516;271,8593292;0,347083981;67,68489075;7
271;0;63494,6198;63539,0159;303,3049927;2,350008726;5;0,302763194;-0,158817112;160,1124573;16,40122032;0,353575491;77,987854;2
